EG	GN	SP	GI	Description	
EG10001	alr	P0A6B4	g1790487	Alanine racemase
EG11322	ribE	P61714	g1786617	Lumazine (6,7-dimethyl-8-ribityllumazine) synthase; 60-mer capsid; penultimate step in the biosynthesis of riboflavin; binds RibC homotrimer
EG11323	ygfB	P0A8C4	g87082182	Function unknown, UPF0149 family
EG11324	ubiH	P25534	g1789274	2-octaprenyl-6-methoxyphenol hydroxylase; produces 2-octaprenyl-6-methoxy-1,4-benzoquinone
EG11325	acnA	P25516	g1787531	Aconitase A, stationary phase induced; iron-sulfur cluster; apo-enzyme binds mRNA for negative translational autoregulation; negatively regulated by ryhB RNA as part of indirect positive regulation by Fur
EG11326	codA	P25524	g1786531	Cytosine deaminase
EG11327	codB	P0AA82	g1786530	Cytosine transport
EG11328	fdx	P0A9R4	g1788874	Ferredoxin, an iron-sulfur protein; involved in assembly of other Fe-S clusters
EG11329	gabD	P25526	g1789015	Succinate semialdehyde dehydrogenase, NADP(+)-dependent; SSADH; SSDH
EG11330	gabP	P25527	g1789017	GABA permease, membrane protein
EG11331	ribA	P0A7I7	g1787533	GTP cyclohydrolase II, riboflavin biosynthesis
EG11332	upp	P0A8F0	g87082118	Uracil phosphoribosyltransferase
EG11333	visC	P25535	g1789273	Putative FAD-dependent oxidoreductase, function unknown; downstream of and homologous to ubiH (visB)
EG11334	ligB	P25772	g87082305	DNA ligase B, NAD(+)-dependent
EG11335	nadR	P27278	g87082440	Repressor of the nad operon, N-terminal domain; nicotinamide mononucleotide adenyltransferase, central domain; ribosylnicotinamide kinase, C-terminal domain; involved in transport of NMN; multifunctional protein
EG11336	endA	P25736	g1789314	DNA-specific endonuclease I, periplasmic; inhibited by RNA; extensive DNA breakdown
EG11337	lysP	P25737	g1788480	Lysine permease; lysine repressed
EG11338	msyB	P25738	g87081827	In multicopy restores growth and protein export functions of secY and secA mutants
EG11339	rfaG	P25740	g1790061	LPS core biosynthesis; glucosyltransferase I
EG11340	rfaP	P25741	g1790060	Lipopolysaccharide kinase; LPS core biosynthesis; phosphorylation of core
EG11341	rfaQ	P25742	g1790062	Glycosyltransferase needed for heptose region of LPS core
EG11342	ychE	P25743	g1787494	Function unknown; putative membrane protein
EG11343	mdtG	P25744	g1787291	Multidrug resistance efflux transporter; overexpression resistance to fosfomycin and deoxycholate
EG11344	mnmA	P25745	g87081837	tRNA U34 sulfurtransferase; first step in mnm(5)-s(2)U34-tRNA synthesis; thiolates U34 at C2; YccK(TusE) binding partner; antisuppressor
EG11345	hflD	P25746	g1787377	Downregulates lambda lysogenization; interacts with cII protein; first gene in purB operon; peripheral membrane protein
EG11346	fliE	P0A8T5	g1788247	Flagellar synthesis; basal body component
EG11347	fliF	P25798	g1788248	Flagellar basal body M-ring protein
EG11348	yidD	P0A8C8	g87082322	Function unknown, UPF0161 family
EG11350	rfaS	P27126	g1790059	LPS core, not affecting attachment of O antigen
EG11351	rfaB	P27127	g1790058	UDP-D-galactose:glucosylLPS-alpha-1,3-D-galactosyltransferase
EG11352	rfaI	P27128	g1790057	UDP-D-galactose: (glucosyl)LPS-1,3-D-galactosyltransferase
EG11353	rfaJ	P27129	g1790056	UDP-D-glucose: (galactosyl)LPS-glucosyltransferase
EG11354	emrA	P27303	g1789041	EmrAB-TolC multidrug resistance pump; periplasmic membrane fusion component, signal anchor; energy-dependent efflux of octane, thiolactomycin and the uncouplers DNP, CCCP, and FCCP
EG11355	fliA	P0AEM6	g1788231	Transcription factor sigma 28 for class III flagellar operons
EG11356	fliZ	P52627	g87082001	RpoS antagonist, transiently in post-exponential phase; timing factor allowing motility to continue for a while during starvation; not required for normal motility
EG11357	dinG	P27296	g1787018	ATP-dependent DNA helicase; putative repair and recombination enzyme, monomeric
EG11358	murA	P0A749	g1789580	UDP-N-acetylglucosamine enoylpyruvyl transferase; fosfomycin resistance
EG11359	gspO	P25960	g1789732	Prepilin peptidase in H-NS-silenced gsp divergon; type II protein secretion; cloned gsp divergon secretes ChiA
EG11360	bax	P27297	g48994948	Gene transcribed divergently from malS, function unknown
EG11361	asmA	P28249	g1788378	Suppressor of ompF assembly mutants, function unknown; inner membrane protein may be more generally involved in OM protein assembly; required for swarming phenotype
EG11362	yadB	P27305	g1786337	Glutamyl-queuosine tRNA(Asp) synthase
EG11363	amiB	P26365	g1790611	N-acetylmuramyl-L-alanine amidase, periplasmic; role in septal cleavage during cell division; overexpression causes lysis, osmotic hypersensitivity; activated by EnvC
EG11364	bglH	P26218	g1790157	Outer membrane beta-glucoside porin, cryptic; lamB paralog
EG11366	rob	P0ACI0	g1790857	Right oriC-binding transcriptional activator, AraC family
EG11367	barA	P0AEC5	g1789149	Sensor histidine protein kinase, pleiotropic; controls the expresion of csrB/C sRNAs; works in concert with UvrY response regulator
EG11368	menB	P0ABU0	g1788597	1,4-Dihydroxy-2-naphthoate synthase; menaquinone biosynthesis
EG11369	ubiC	P26602	g87082361	Chorismate--pyruvate lyase
EG11370	ubiA	P0AGK1	g1790473	4-Hydroxybenzoate polyprenyltransferase
EG11371	yfhB	P0AD42	g87082129	Function unknown
EG11372	tadA	P68398	g1788911	A34-tRNA adenosine deaminase; point mutation confers resistance to HokC(Gef)-mediated cell killing; essential gene; homodimeric
EG11373	mltF	P0AGC5	g1788910	Membrane-bound lytic transglycosylase F, murein hydrolase
EG11374	folK	P26281	g1786335	6-Hydroxymethyl-7,8-dihydropterin pyrophosphokinase; monomeric
EG11375	folE	P0A6T5	g1788476	GTP cyclohydrolase I
EG11376	ftsP	P26648	g1789394	Septal ring component that protects the divisome from stress; multicopy suppressor of ftsI(Ts)
EG11377	plsC	P26647	g1789395	1-Acyl-n-glycerol-3-phosphate acyltransferase; affects partitioning
EG11378	sufA	P77667	g1787974	Scaffold protein for assembly of iron-sulfur clusters; facilitates delivery to target proteins; Fe-S transfer protein
EG11379	appB	P26458	g1787213	Cytochrome bd-II oxidase subunit II
EG11380	appC	P26459	g1787212	Cytochrome bd-II oxidase subunit I
EG11381	glgS	P26649	g1789428	Glycogen synthesis stimulating protein; does not affect transcription of glg genes; mechanism of stimulation unknown
EG11383	elbB	P0ABU5	g87082228	Involved in isoprenoid biosynthesis; also known as sigma cross-reacting protein 27A
EG11384	ahpC	P0AE08	g1786822	Alkyl hydroperoxide reductase, subunit C; reduced by the AhpF subunit
EG11385	ahpF	P35340	g87081763	Alkyl hydroperoxide reductase, subunit F; NAD(P)H:peroxiredoxin oxidoreductase, reduces AhpC; contains one FAD/monomer
EG11387	amyA	P26612	g1788236	alpha-Amylase, cytoplasmic
EG11388	fliS	P26608	g1788234	Flagellar chaperone, inhibits premature FliC assembly; cytosolic
EG11389	fliT	P0ABY2	g1788235	Flagellar synthesis, predicted chaperone, role unknown
EG11390	uspA	P0AED0	g1789909	Global regulatory gene for stress response; mutants are UV-S
EG11391	osmY	P0AFH8	g1790836	Osmotically induced periplasmic protein, function unknown; mutant is slightly salt sensitive
EG11392	nhaB	P0AFA7	g1787435	Na+/H+ antiporter 2, weakly pH-dependent; helps regulate intracellular pH and extrude lithium
EG11393	dsbB	P0A6M2	g1787433	Disulfide oxidoreductase, membrane-spanning protein; oxidizes periplasmic DsbA; DTT-sensitive phenotype
EG11394	fabR	P0ACU5	g1790401	Transcriptional repressor of fabA and fabB
EG11395	yijD	P0AF40	g1790402	Inner membrane protein, DUF1422 family, function unknown
EG11396	ubiD	P0AAB4	g1790277	3-octaprenyl-4-hydroxybenzoate carboxylyase; ubiquinone biosynthesis, third step; UbiX isozyme
EG11398	hdeA	P0AES9	g1789926	Periplasmic chaperone of acid-denatured proteins; H-NS repressed
EG11399	hdeB	P0AET2	g87082279	Periplasmic chaperone of acid-denatured proteins; H-NS repressed
EG11400	yhiD	P0AFV2	g1789924	Predicted Mg(2+) transport ATPase, MgtC family, function unknown; inner membrane protein
EG11401	psiF	P0AFM4	g87081731	pho regulon member, requiring PhoRB system
EG11402	treC	P28904	g1790687	Trehalose-6-phosphate hydrolase, osmoprotectant
EG11403	ppx	P0AFL6	g1788848	Exopolyphosphatase; inhibited by pppGpp and ppGpp, also has guanosine pentaphosphatase activity
EG11404	ychF	P0ABU2	g1787454	Putative DNA-binding GTPase, obgE paralog; null mutant forms small colonies
EG11405	cydD	P29018	g1787113	Glutathione, cysteine exporter CydDC, ABC transporter; exports cysteine to periplasm as required for cytochrome assembly; N-terminal permease domain and C-terminal cytoplasmic ATP-binding domain
EG11406	ribC	P0AFU8	g1787952	Riboflavin synthase; homotrimer; associated with RibE 60-mer
EG11407	dadA	P0A6J5	g1787438	D-amino acid dehydrogenase
EG11408	dadX	P29012	g1787439	Alanine racemase; homodimeric
EG11409	lpxK	P27300	g1787144	Lipid A 4' kinase
EG11410	yjgA	P0A8X0	g1790681	Ribosome-associated protein, function unknown
EG11411	glnD	P27249	g1786363	Bifunctional uridylyltransferase/uridylyl-removing enzyme; (UTase/UR); controls uridylylation state and activity of PII(GlnB)
EG11412	holA	P28630	g1786859	DNA polymerase III, delta subunit; part of the DnaX clamp loader complex; acts as a wrench to open the sliding clamp
EG11413	holC	P28905	g1790709	DNA polymerase III, chi subunit
EG11414	holD	P28632	g1790831	DNA polymerase, psi subunit, clamp loader complex subunit
EG11415	dps	P0ABT2	g1787032	Stress response DNA-binding protein with protective role; Fe-binding and storage protein; forms biocrystals with DNA; copper homeostatsis
EG11417	nrdD	P28903	g1790686	Ribonucleoside-triphosphate reductase; class III anaerobic ribonucleotide reductase
EG11418	dcd	P28248	g1788379	dCTP deaminase; mutants suppress lethal dut mutants
EG11419	bcr	P28246	g1788509	Efflux pump for bicyclomycin, cysteine and sulfonamides
EG11421	cynR	P27111	g1786533	Transcriptional activator of cyn operon; autorepressor
EG11422	inaA	P27294	g1788569	Protein induced by acid, function unknown; independent of SoxRS regulation
EG11423	waaU	P27242	g1790053	Adds terminal GlcNac side branch to the lipopolysaccharide core prior to attachment of the O antigen; not the same as Salmonella rfaK
EG11424	rfaL	P27243	g1790052	LPS core biosynthesis; O-antigen ligase
EG11425	rfaY	P27240	g1790055	LPS core biosynthesis
EG11426	rfaZ	P27241	g1790054	2,4 Kdo transferase, required for the addition of KdoIII; LPS core biosynthesis,
EG11427	tktA	P27302	g48994911	Transketolase A; binds Zn(II)
EG11428	sthA	P27306	g87082354	Soluble pyridine nucleotide transhydrogenase
EG11429	yjaZ	P27375	g1790422	Required for competitive stationary phase growth adaptation; function unknown
EG11430	ycfD	P27431	g87081836	Function unknown
EG11431	yfeC	P0AD37	g87082097	Predicted DNA-binding protein, DUF1323 family, function unknown
EG11432	yfeD	P27238	g1788742	Conserved protein, DUF1323 family, function unknown; N-terminal HTH domain of the MerR superfamily
EG11433	msrA	P0A744	g1790665	Methionine sulfoxide reductase A; specific for S diastereoisomers
EG11434	marA	P0ACH5	g87081928	Transcriptional activator for multiple antibiotic resistance; AraC family; resistance to tetracycline, chloramphenicol
EG11435	marR	P27245	g87081927	Transcription repressor of multiple antibiotic resistance; resistance to tetracycline, chloramphenicol, etc.; dimeric
EG11436	yjgB	P27250	g87082401	Function unknown
EG11437	plsX	P27247	g87081831	Probable phosphate acyltransferase
EG11438	yceF	P0A729	g87081830	Function unknown; homologous to B. subtilis maf; yhdE paralog
EG11439	emrB	P0AEJ0	g1789042	EmrAB-TolC multidrug resistance pump; energy-dependent efflux of octane, thiolactomycin, and uncouplers DNP, CCCP, and FCCP; inner membrane-spanning translocase
EG11440	def	P0A6K3	g1789682	Peptide deformylase; N-formylmethionylaminoacyl-tRNA deformylase
EG11441	prlC	P27298	g1789913	Oligopeptidase A, zinc metalloprotease; involved in the degradation of cleaved signal peptides; suppressor allele of LamB signal sequence mutations; heat shock regulon; proteinase In, multifunctional protease
EG11442	gcvT	P27248	g1789272	Aminomethyltransferase, tetrahydrofolate dependent; T-protein of the glycine cleavage system
EG11443	rpiA	P0A7Z0	g1789280	Ribose-5-phosphate isomerase A, alkali-inducible
EG11444	scpA	P27253	g1789284	Methylmalonyl-CoA mutase, B12-dependent
EG11445	argK	P27254	g1789285	Required to convert succinate to propionate, Arg transport?; reported to have ATPase and protein kinase activity
EG11447	csrA	P69913	g1789047	Global regulator of carbon source metabolism; RNA-binding protein; CsrA exerts reciprocal effects on glycolysis versus gluconeogenesis and glycogen biosynthesis; glgC mRNA-binding activity blocks GlgC translation; csrB RNA inhibits csrA
EG11448	acs	P27550	g1790505	Acetyl CoA synthase, acetate-scavenging enzyme, improves carbon starvation survival
EG11449	hdfR	P0A8R9	g48994962	Transcriptional regulator of the flhDC operon, hns-dependent; not allelic to pssR
EG11450	yifE	P0ADN2	g2367277	Function unknown, expressed protein, UPF0438 family
EG11451	rffE	P27828	g48994967	UDP-GlcNAc-2-epimerase; needed for ECA (enterobacterial common antigen) synthesis
EG11452	rffD	P27829	g48994968	UDP-ManNAcA dehydrogenase; needed for ECA (enterobacterial common antigen) synthesis
EG11453	rffG	P27830	g48994969	dTDP-glucose dehydratase; needed for ECA (enterobacterial common antigen) synthesis
EG11454	rffH	P61887	g1790224	Glucose-1-phosphate thymidylyltransferase; needed for ECA (enterobacterial common antigen) synthesis
EG11455	rffC	P27832	g48994970	TDP-fucosamine acetyltransferase; needed for ECA (enterobacterial common antigen) synthesis; chain elongation
EG11456	rffA	P27833	g2367285	Lipid III biosynthesis; needed for ECA synthesis
EG11457	wzyE	P27835	g2367288	Wzy protein involved in ECA polysaccharide chain elongation; involved in polymerization of the UDP-linked ECA trisaccharide repeat unit of cyclic enterobacterial common antigen ECA(CYC)
EG11458	rffM	P27836	g2367289	UDP-ManNAcA transferase; needed for ECA (enterobacterial common antigen) synthesis
EG11459	yifK	P27837	g48994972	Function unknown
EG11460	narQ	P27896	g1788812	Nitrate/nitrite sensor-transmitter protein; anaerobic respiratory path; cognate regulator is NarP; function redundant with narX
EG11462	yigE	P27840	g48994975	Function unknown, DUF2233 family
EG11463	corA	P0ABI4	g2367297	Mg2+ (and other divalent metals) uptake transporter; constitutive; at high Mg(2+), also mediates efflux; mutants are resistant to Co2+, Mn2+, and Ni2+, insensitive to Ca2+
EG11464	yigF	P27842	g1790250	Predicted inner membrane protein, function unknown
EG11465	yigG	P27843	g87082335	Required for swarming phenotype, function unknown; inner membrane protein
EG11466	rarD	P27844	g48994976	Chloramphenicol resistance
EG11467	yigI	P0ADP2	g87082336	Function unknown, 4HBT family  of thioesterases
EG11468	rhtC	P0AG38	g48994978	Threonine efflux pump; overproduction confers resistance to elevated levels of exogenous L-threonine
EG11469	rhtB	P0AG34	g48994979	Homoserine, homoserine lactone and S-methyl-methionine efflux pump; overproduction confers resistance to elevated levels of exogenous L-threonine and L-homoserine
EG11470	yigL	P27848	g48994981	Pyridoxal phosphate (PLP) phosphatase; weak phosphoramidase; additional in vitro substrates include: 2-deoxyglucose-6-P, glucose-6-P; physiological role unknown; HAD16
EG11471	yigM	P0ADP5	g1790261	Function unknown
EG11472	rmuC	P0AG71	g1790266	DNA recombination protein; mutants have elevated recombination at microhomologies
EG11473	ubiE	P0A887	g48994983	Ubiquinone/menaquinone biosynthesis methyltransferase; SAM-dependent; (1) Ubiqinone synthesis, 2-octaprenyl-6-methoxy-1,4-benzoquinone methyltransferase; (2) Menaquinone synthesis, 2-demethylmenaquinone (DMK) methyltransferase
EG11474	yigP	P0ADP7	g2367308	Function unknown, SCP2 family
EG11476	ubiB	P0A6A0	g2367309	Required for octaprenylphenol hydroxylation, the first step of ubiquinone synthesis; regulator of 2'-N-acetyltransferase; member of the ABC1 family of putative protein kinases
EG11478	tatA	P69428	g87082337	Protein translocase, Sec-independent; mediates export of folded and ligand-bound proteins
EG11479	tatC	P69423	g2367313	Protein translocase, Sec-independent; mediates export of folded and ligand-bound proteins
EG11481	tatD	P27859	g48994985	Quality control of Tat-exported FeS proteins; Mg-dependent cytoplasmic DNase; mutant has no general Tat defect
EG11484	yigZ	P27862	g87082338	Function unknown, UPF0029 family, IMPACT family; distantly related to elongation factors
EG11485	hemG	P0ACB4	g1790285	Protoporphyrinogen oxidase; neomycin sensitivity; flavodoxin-like
EG11486	wzxE	P0AAA7	g1790227	O-antigen translocase; involved in the cross-membrane translocation of the UDP-linked ECA trisaccharide repeat unit of cyclic enterobacterial common antigen ECA(CYC)
EG11487	pdxH	P0AFI7	g1787926	Pyridoxine/pyridoxamine phosphate (PNP/PMP) oxidase; isoniazid resistance
EG11488	mliC	P28224	g87081949	Inhibitor of C-lysozyme, membrane-bound; predicted lipoprotein, lipobox conserved
EG11489	csgA	P28307	g1787279	Curlin subunit, cryptic
EG11490	gadB	P69910	g1787769	Glutamate decarboxylase B, vitamin B6-dependent; hexameric
EG11491	dinF	P28303	g1790477	Induced by UV and mitomycin C, function unknown
EG11492	qorA	P28304	g1790485	Quinone oxidoreductase A, NADPH dependent
EG11493	pabC	P28305	g1787338	Sulfonamide resistance; aminodeoxychorismate lyase
