EG	GN	SP	GI	Description	
EG10001	alr	P0A6B4	g1790487	Alanine racemase
EG11140	uvrY	P0AED5	g1788222	Response regulator, pleiotrpic; controls the expression of csrB/C sRNAs; hydrogen peroxide resistance; cognate sensorregulator is BarA
EG11141	yedA	P0AA70	g1788269	Function unknown
EG11142	yfaA	P17994	g87082069	Function unknown
EG11143	ubiG	P17993	g1788564	SAM:OMHMB methyltransferase; Reactions: 2-octaprenyl-6-hydroxylphenol to 2-octaprenyl-6-methoxyphenol; 2-octaprenyl-3-methyl-5-hydroxy-6-methoxy-1,4-benzoquinone to ubiquinone 8
EG11144	yfcA	P0AD30	g1788667	Function unknown
EG11145	yfeA	P23842	g87082096	Function unknown
EG11146	xapR	P23841	g2367136	Regulatory gene for xapAB
EG11147	yffB	P24178	g1788815	Function unknown, low abundance protein; distantly related to arsenate reductase and glutaredoxin
EG11149	gcvR	P0A9I3	g87082113	Required for repression of gcv operon by GcvA; GcvA-GcvR repressor complex disrupted by glycine binding to GcvR
EG11150	hyfA	P23481	g87082114	Putative hydrogenase 4 component A, ferrodoxin-like
EG11151	raiA	P0AD49	g1788949	Protein Y, associated with 30S ribosomal subunit; inhibits 70S dimer formation; stabilizes the ribosomal 70S complex against dissociation at low magnesium ion concentrations; counteracts miscoding under stress conditions 
EG11152	yfiB	P07021	g1788957	Verified lipoprotein, function unknown
EG11153	rimM	P0A7X6	g87082136	Factor required for 16S RNA processing
EG11154	ppdC	P08372	g1789187	Required for swarming phenotype, function unknown; first 10 residues may be cleaved by prepilin peptidase to leave an N-terminal methylphenylalanine
EG11155	ygdB	P08370	g87082164	Function unknown
EG11156	ppdB	P08371	g1789189	Function unknown; regulated by FlhDC and FliA; mutants are not defective in motlity or chemotraxis; first 7 residues may be cleaved by prepilin peptidase to leave an N-terminal methylphenylalanine
EG11157	ygeA	P03813	g1789205	Function unknown
EG11158	ygfA	P0AC28	g1789278	Function unknown, expressed second gene in ssrS operon
EG11159	argO	P11667	g1789290	Arginine exporter
EG11160	mscS	P0C0S1	g1789291	Mechanosensitive channel protein, intermediate conductance; heptameric
EG11161	yggC	P11664	g1789296	Function unknown
EG11162	yggD	P11663	g1789297	Function unknown
EG11164	ygiB	P0ADT2	g87082200	Probable lipoprotein, function unknown; conserved lipobox
EG11165	ygiC	P0ADT5	g1789416	Function unknown
EG11166	ygiD	P24197	g1789417	Function unknown
EG11167	zupT	P0A8H3	g1789419	Zinc and other divalent cation uptake transporter
EG11168	ttdA	P05847	g1789442	L-Tartrate dehydratase subunit
EG11169	ttdB	P0AC35	g1789443	L-Tartrate dehydratase subunit
EG11171	ygjD	P05852	g1789445	Function unknown, Gcp glycoprotease homolog, essential gene
EG11172	tdcD	P11868	g1789503	Propionate kinase, anaerobic; non-essential gene
EG11173	yhaB	P11865	g87082215	Function unknown
EG11174	yhaC	P11864	g1789509	Function unknown
EG11175	garK	P23524	g1789512	Glycerate kinase, glycerate- or glucarate-inducible; GK1; produces 2-phosphoglycerate
EG11176	garR	P0ABQ2	g87082216	Tartronate semialdehyde reductase, glycerate- or galactarate-inducible
EG11177	truB	P60340	g2367200	tRNA U55 pseudouridine synthase
EG11178	rbfA	P0A7G2	g1789558	Ribosome binding factor required for efficient processing of 16s rRNA; cold-shock adaptation protein; overexpression suppresses cold-sensitive 16S rRNA
EG11179	yhbC	P0A8A8	g87082222	Function unknown
EG11180	mscL	P0A742	g1789686	Mechanosensitive channel protein, high conductance; homopentameric
EG11181	bfd	P0AE56	g1789735	Regulatory or redox component complexing with Bfr in iron storage and mobility [2Fe-2S]
EG11182	yhfA	P0ADX1	g1789755	Function unknown
EG11183	damX	P11557	g1789790	Interferes with cell division, upstream of dam gene
EG11184	yhhA	P0ADX7	g1789857	Function unknown
EG11186	yiaA	P0ADJ8	g87082292	Inner membrane protein, function unknown
EG11187	yibA	P0ADK6	g1790021	Function unknown, homologous to phycobiliprotein lyases and Synechocystis IscA-binding protein IaiH; contains one HEAT-like motif
EG11188	htrL	P25666	g87082299	RfaH-regulated high-temperature gene
EG11189	rfaC	P24173	g1790051	LPS heptosyltransferase I; LPS core biosynthesis; transfers innermost heptose to KDO
EG11190	coaD	P0A6I6	g1790065	Phosphopantetheine adenylyltransferase
EG11191	slmA	P0C093	g87082302	Division inhibitor that binds FtsZ and blocks septal rings; DNA-associated
EG11192	yicC	P23839	g1790075	Function unknown
EG11193	dinD	P23840	g87082303	Damage inducible, function unknown
EG11194	yicE	P0AGM9	g1790087	Xanthine transporter
EG11195	yidA	P0A8Y5	g2367265	Erythrose 4-P and mannose 1-P phosphatase; alpha-D-glucose-1-P phosphatase, anomer-specific; phosphoramidase; physiological role unknown; additional in vitro substrates include: ribose-5-P, fructose-1-P, fructose-6-P, glucose-6-P, acetyl phosphate; HAD13
EG11196	yidB	P09996	g87082321	Function unknown
EG11197	yidC	P25714	g1790140	Inner membrane protein (IMP) integration factor; binds TM regions of nascent IMPs; required for Sec-independent IMP integration; associated with the Sec translocase
EG11198	glmU	P0ACC7	g1790168	Bifunctional glucosamine-1-phosphate acetyltransferase and N-acetylglucosamine-1-phosphate uridylyltransferase
EG11199	mioC	P03817	g1790181	Required for biotin synthase activity in vitro; FMN-binding protein; transcription of mioC through oriC may have physiological significance in suboptimal conditions
EG11201	yigA	P23305	g1790243	Function unknown
EG11202	yigB	P0ADP0	g2367295	FMN phosphatase; physiological role unknown; HAD7
EG11203	yihA	P0A6P7	g87082340	GTP-binding protein required for normal cell division; putative GTPase; also binds GDP
EG11204	murI	P22634	g87082355	Glutamate racemase; D-glutamate synthesis
EG11205	murB	P08373	g1790407	UDP-N-acetylglucosaminyl-3-enolpyruvate reductase
EG11206	yjaA	P09162	g1790441	Function unknown
EG11207	yjaB	P09163	g1790442	Putative acetyltransferase; transcribed divergently from a promoter that overlaps the metA promoter
EG11208	arpA	P23325	g1790447	Regulator of acetyl-coenzyme A synthase gene expression
EG11209	psiE	P0A7C8	g1790462	Pho regulon, regulated by phoB and cAMP
EG11210	yjdA	P16694	g1790548	Function unknown
EG11211	poxA	P0A8N7	g87082379	Regulator of poxB; mutants are hypersensitive to sulfometuron methyl, alpha-keto butyrate, and many amino acid analogs; slow growth rate; hypersensitivity to many antibiotics and dyes
EG11212	nsrR	P0AF63	g1790621	Nitrite-sensitive repressor of hmp, ygbA, ytfE, tehA and hcp-hcr
EG11214	yjjA	P18390	g87082434	Function unknown; P18 expressed by readthrough from dnaTC promoter; putative periplasmic protein with predicted 26 aa signal sequence
EG11215	yjjB	P0ADD2	g1790825	Function unknown; expressed P14 protein upstream of dnaTC; putative membrane protein with 4 TM helices
EG11217	creA	P0AE91	g1790859	cre operon gene, function unknown
EG11218	creB	P08368	g1790860	Response regulator for CreBC regulon; induced by growth in minimal medium
EG11219	ydcA	P0ACW4	g1787688	Function unknown
EG11221	zwf	P0AC53	g1788158	Glucose 6-phosphate dehydrogenase
EG11222	alkA	P04395	g1788383	3-methyl-adenine DNA glycosylase II, inducible; repairs by single-and double-strand excision of 3-methyl adenine
EG11223	argH	P11447	g1790398	Argininosuccinate lyase
EG11224	fliO	P22586	g87082005	Flagellin export apparatus, integral membrane protein
EG11225	dcuA	P0ABN5	g1790580	C4-dicarboxylate transporter, anaerobic
EG11226	leuA	P09151	g1786261	alpha-Isopropylmalate synthase
EG11227	fdnG	P24183	g3868719	Formate dehydrogenase-N, selenopeptide, anaerobic; periplasmic
EG11228	fdnH	P0AAJ3	g1787749	Formate dehydrogenase-N, Fe-S subunit, anaerobic; periplasmic
EG11229	fdnI	P0AEK7	g1787750	Formate dehydrogenase-N, cytochrome subunit, anaerobic
EG11230	melR	P0ACH8	g1790559	Transcriptional activator for melAB, melibiose co-activator; autoregulatory repressor in absence of melibiose
EG11231	rpmI	P0A7Q1	g1788010	50S ribosomal subunit protein A (L35)
EG11232	rpmJ	P0A7Q6	g1789695	50S ribosomal subunit protein X (L36)
EG11233	rstB	P18392	g1787894	Putative sensor kinase
EG11234	ydiB	P0A6D5	g1787983	Quinate/shikimate dehydrogenase, NAD(P)-dependent
EG11235	rhlE	P25888	g1787016	DEAD-box protein family; ATP-dependent RNA helicase-like protein
EG11236	yahA	P21514	g1786507	c-di-GMP-specific phosphodiesterase, PDE-A; reaction product is 5'pGpG; dependent on Mg+2 or Mn+2, Ca+2 inhibitory; optimum pH 9.35; monomeric
EG11237	chiA	P13656	g1789736	Periplasmic endochitinase/lysozyme, Hns-repressible
EG11238	ybhB	P12994	g1786990	Function unknown, cyoplasmic protein; homologous to Raf kinase inhibitor RKIP
EG11239	ybhA	P21829	g1786982	Pyridoxal phosphate (PLP) phosphatase; phosphoramidase; physiological role unknown; HAD14
EG11240	hokB	P77494	g48994884	Small toxic membrane polypeptide; homologous to plasmid-encoded plasmid stabilization toxins regulated by antisense RNA; functional relevance of chromosomal homologs is unknown
EG11241	ycaC	P21367	g1787124	Function unknown, hydrolase; homologous to pyrazinamidase and carbamoylsarcosine amidohydrolase; homooctamer
EG11242	ycaD	P21503	g1787126	Putative transporter, function unknown; membrane protein
EG11244	yggE	P0ADS6	g1789289	Function unknown
EG11245	yggF	P21437	g1789298	Putative fructose 1,6 bisphosphatase; glpX paralog
EG11246	uspE	P0AAC0	g1787594	Stress-induced protein; UV-resistance; tandem Usp domains
EG11247	rumA	P55135	g1789148	23S rRNA (uracil-5)-methyltransferase, responsible for modification at position U1939, SAM-dependent
EG11249	chpA	P0AE70	g1789145	ChpA(MazF) toxin and mRNA interferase, antitoxin is ChpR(MazE); inhibitor of translation by mRNA cleavage
EG11250	chpS	P08365	g87082393	Supresses ChpB
EG11251	ychA	P0AGM5	g1787465	Function unknown
EG11252	mukE	P22524	g1787153	Chromosome condensin MukBEF, MukE subunit
EG11253	ycbB	P22525	g1787155	Function unknown
EG11254	ybeA	P0A8I8	g1786855	Predicted methyltransferase, function unknown
EG11255	ybeB	P0AAT6	g87081768	Ribosome-associated protein, function unknown
EG11256	iraP	P0AAN9	g1786581	RpoS stabilzer during Pi starvation, anti-RssB factor
EG11257	adrA	P0AAP1	g1786584	Cellulose, biofilm, motility regulator, diguanylate cyclase; CsgD-regulated; membrane protein
EG11258	focA	P0AC23	g1787132	Probable bidirectional formate transporter 1; mutants are hypophosphite resistance and have elevated intracellular formate and reduced excreted formate
EG11259	rnr	P21499	g87082383	Exoribonuclease R; specifically required for SsrA-SmpB-dependent decay of non-stop aberrant mRNAs (Richards, 2006)
EG11260	yifB	P22787	g1790201	Competence Mg chelatase ComM homolog, function unknown
EG11261	nfsA	P17117	g1787075	Nitroreductase A; oxygen-insensitive, NADPH, FMN-dependent, major; reduces a variety of nitroaromatics, e.g. dihydropteridine, nitrofurantoin, nitrofurazone, quinones; SoxS regulon; homodimeric
EG11262	tsgA	P60778	g1789764	Putative transporter, tellurite-inducible, function unknown; also induced by selenite
EG11263	gspB	P03825	g1789719	Part of H-NS-silenced gsp divergon, type II protein secretion; cloned gsp divergon secretes ChiA, requires gspAB operon
EG11265	cmk	P0A6I0	g1787139	CMP kinase; multicopy suppressor of UMP kinase mutations
EG11266	yibD	P11290	g1790044	Function unknown, basRS regulon; putative glycosyltransferase
EG11267	yiaB	P11286	g87082293	Inner membrane protein, 4 TMs, function unknown
EG11268	fmt	P23882	g1789683	Methionyl-tRNA formyltransferase
EG11269	hisL	P60995	g1788329	his operon leader peptide
EG11270	ilvL	P62522	g1790202	ilvG operon leader peptide
EG11271	pheL	P0AD72	g1788950	pheA gene regulatory leader peptide
EG11272	pheM	P0AD74	g1788008	pheST operon regulatory leader peptide
EG11274	trpL	P0AD92	g1787519	Regulatory leader peptide for trp operon
EG11275	ivbL	P03061	g1790106	ilvB operon leader peptide
EG11276	tnaC	P0AD89	g1790143	Regulatory leader peptide for tna operon
EG11277	thrL	P0AD86	g1786182	Regulatory leader peptide for thrABC operon
EG11279	pyrL	P0AD83	g1790694	pyrBI operon regulatory leader peptide
EG11280	leuL	P0AD79	g1786263	leu operon leader peptide
EG11281	mutL	P23367	g1790612	Methyl-directed mismatch repair
EG11282	hyfB	P23482	g1788827	Putative hydrogenase 4 component B; membrane protein of Hyf electron transfer complex of FHL system
EG11283	phnE	P16683	g87082370	Pseudogene reconstruction, phosphonate permease
EG11284	fabZ	P0A6Q6	g1786377	3R-hydroxymyristoyl acyl carrier protein (ACP) dehydratase
EG11285	yfhA	P0AFU4	g1788905	Putative response regulator, function unknown
EG11286	argE	P23908	g1790395	Acetylornithine deacetylase
EG11287	ygbA	P25728	g1789088	Function unknown
EG11288	mak	P23917	g87081733	Cryptic manno(fructo)kinase
EG11289	yeiA	P25889	g87082059	Required for swarming phenotype, function unknown
EG11290	yeiB	P25747	g1788475	Function unknown; probable integral membrane protein with nine predicted transmembrane helices; probably co-transcribed with folE
EG11291	yggG	P25894	g87082185	Putative metalloprotease lipoprotein, function unknown; Cys in lipobox conserved; M48 family
EG11292	yghA	P0AG84	g1789378	Function unknown
EG11293	lolB	P61320	g1787460	OM lipoprotein required for localization of lipoproteins; essential gene
EG11294	ispE	P62615	g1787459	4-diphosphocytidyl-2-C-methylerythritol kinase; isopentenyl phosphate kinase; alternative nonmevalonate (DXP) pathway for terpenoid biosynthesis; essential gene
EG11295	wzzE	P0AG00	g87082332	Enterobacterial common antigen ECA chain length determination; also involved in cyclic enterobacterial common antigen ECA(CYC) synthesis
EG11296	radA	P24554	g1790850	Sensitivity to gamma and UV radiation
EG11297	dsbA	P0AEG4	g1790291	Thiol:disulfide interchange protein, periplasmic; alkali-inducible
EG11298	yhdE	P25536	g1789646	Function unknown; homologous to B. subtilis maf; yceF paralog
EG11299	rng	P0A9J0	g87082235	Endoribonuclease G involved in 16S rRNA processing; division and growth, overexpression forms minicells and chains with long axial structures
EG11300	ydfA	P0ACW8	g1787854	Function unknown, Qin prophage
EG11301	ydfB	P29009	g87081937	Function unknown, Qin prophage
EG11302	rzpQ	P21418	g1787856	Pseudogene, murein endopeptidase, Qin prophage; homologous to phage lambda Rz gene
EG11303	ydfD	P29010	g1787858	Function unknown, Qin prophage
EG11304	ydfE	Q47138	g1787859	Function unknown, Qin prophage
EG11305	tatE	P0A843	g1786845	Protein translocase, Sec-independent; mediates export of folded and ligand-bound proteins
EG11306	lipA	P60716	g1786846	Lipoyl synthase, iron-sulfur protein; SAM-dependent chemistry
EG11307	ydbA	P33666	g87081898	Pseudogene reconstruction, autotransporter homolog; interrupted by IS2D and IS30C; reported to be required for swarming phenotype
EG11309	ydbC	P25906	g1787674	Function unknown
EG11310	ydbD	P25907	g87081900	Function unknown
EG11311	dusB	P0ABT5	g1789660	tRNA-dihydrouridine synthase B
EG11312	yicR	P25531	g87082300	Function unknown; mistakenly thought to be allelic to radC102 (corrected by Lombardo, 2000)
EG11313	rhaT	P27125	g1790341	Rhamnose permease; L-rhamnose-H+ symporter, membrane protein
EG11314	purB	P0AB89	g1787376	Adenylosuccinate lyase, purine synthesis
EG11315	yhdH	P26646	g1789651	Function unknown
EG11316	malS	P25718	g1789995	alpha-amylase, periplasmic
EG11317	fabD	P0AAI9	g1787334	Malonyl-CoA-acyl carrier protein transacylase
EG11318	fabG	P0AEK2	g1787335	beta-ketoacyl-ACP reductase
EG11319	galU	P0AEP3	g1787488	Glucose-1-P uridylyltransferase; also called UDP-glucose pyrophosphorylase
EG11320	nrdR	P0A8D0	g1786615	Probable Nrd regulon repressor
EG11321	ribD	P25539	g1786616	Bifunctional enzyme for second and third steps in riboflavin biosynthesis; 2,5-diamino-6-ribosylamino-4(3H)-pyrimidinone 5'-phosphate deaminase; ribosyl reductase
EG11322	ribE	P61714	g1786617	Lumazine (6,7-dimethyl-8-ribityllumazine) synthase; 60-mer capsid; penultimate step in the biosynthesis of riboflavin; binds RibC homotrimer
EG11323	ygfB	P0A8C4	g87082182	Function unknown
EG11324	ubiH	P25534	g1789274	2-octaprenyl-6-methoxyphenol hydroxylase; produces 2-octaprenyl-6-methoxy-1,4-benzoquinone
EG11325	acnA	P25516	g1787531	Aconitase A, stationary phase induced; iron-sulfur cluster; apo-enzyme binds mRNA for negative translational autoregulation; negatively regulated by ryhB RNA as part of indirect positive regulation by Fur
EG11326	codA	P25524	g1786531	Cytosine deaminase
EG11327	codB	P0AA82	g1786530	Cytosine transport
EG11328	fdx	P0A9R4	g1788874	Ferredoxin, an iron-sulfur protein; involved in assembly of other Fe-S clusters
EG11329	gabD	P25526	g1789015	Succinic semialdehyde dehydrogenase, NADP dependent
EG11330	gabP	P25527	g1789017	GABA permease, membrane protein
EG11331	ribA	P0A7I7	g1787533	GTP cyclohydrolase II, riboflavin biosynthesis
EG11332	upp	P0A8F0	g87082118	Uracil phosphoribosyltransferase
EG11333	visC	P25535	g1789273	Putative FAD-dependent oxidoreductase, function unknown; downstream of and homologous to ubiH (visB)
EG11334	ligB	P25772	g87082305	DNA ligase B, NAD(+)-dependent
EG11335	nadR	P27278	g87082440	Repressor of the nad operon, N-terminal domain; nicotinamide mononucleotide adenyltransferase, central domain; ribosylnicotinamide kinase, C-terminal domain; involved in transport of NMN; multifunctional protein
EG11336	endA	P25736	g1789314	DNA-specific endonuclease I, periplasmic; inhibited by RNA; extensive DNA breakdown
EG11337	lysP	P25737	g1788480	Lysine permease; lysine repressed
EG11338	msyB	P25738	g87081827	In multicopy restores growth and protein export functions of secY and secA mutants
EG11339	rfaG	P25740	g1790061	LPS core biosynthesis; glucosyltransferase I
EG11340	rfaP	P25741	g1790060	Lipopolysaccharide kinase; LPS core biosynthesis; phosphorylation of core
