CG6883	FBan0006883	FBgn0003749	trh	trachealess	FBgn0010944,FBgn0026793
CR31489	FBan0031489	FBgn0026164	tRNA:K5:84ABb	tRNA:K5:84ABb	FBgn0003793,FBgn0011901,FBgn0051489,FBgn0060172
CG9318	FBan0009318	FBgn0032880	CG9318	CG9318	
CG9319	FBan0009319	FBgn0032881	CG9319	CG9319	
CG32130	FBan0032130	FBgn0052130	CG32130	CG32130	FBgn0036370,FBgn0036371
CG32131	FBan0032131	FBgn0052131	CG32131	CG32131	FBgn0043542
CG32132	FBan0032132	FBgn0052132	CG32132	CG32132	
CG32133	FBan0032133	FBgn0052133	CG32133	CG32133	FBgn0036399,FBgn0036400
CG31404	FBan0031404	FBgn0051404	CG31404	CG31404	FBgn0038698
CG32134	FBan0032134	FBgn0005592	btl	breathless	FBgn0000436,FBgn0000654,FBgn0004412,FBgn0004420,FBgn0004600,FBgn0019834,FBgn0022794,FBgn0052134,FBgn0063611
CG31405	FBan0031405	FBgn0045473	Gr85a	Gustatory receptor 85a	FBgn0051405
CG31406	FBan0031406	FBgn0051406	CG31406	CG31406	FBgn0065012
CG32135	FBan0032135	FBgn0052135	CG32135	CG32135	
CG31407	FBan0031407	FBgn0051407	CG31407	CG31407	FBgn0045089,FBgn0045111
CG32136	FBan0032136	FBgn0043550	Tsp68C	Tetraspanin 68C	FBgn0052136
CG32137	FBan0032137	FBgn0052137	CG32137	CG32137	FBgn0036387,FBgn0036388
CG32138	FBan0032138	FBgn0052138	CG32138	CG32138	FBgn0036407,FBgn0036408,FBgn0046339
CG32139	FBan0032139	FBgn0042630	Sox21b	Sox21b	FBgn0036412,FBgn0036413,FBgn0043569,FBgn0052139
CR31490	FBan0031490	FBgn0026162	tRNA:K5:84ABd	tRNA:K5:84ABd	FBgn0003793,FBgn0011901,FBgn0051490,FBgn0060174
CR31491	FBan0031491	FBgn0051491	CR31491	CR31491	FBgn0060212
CG9320	FBan0009320	FBgn0032882	CG9320	CG9320	
CG9322	FBan0009322	FBgn0038178	CG9322	CG9322	
CR31494	FBan0031494	FBgn0051494	CR31494	CR31494	FBgn0011874,FBgn0060211
CG9323	FBan0009323	FBgn0032883	CG9323	CG9323	
CG9324	FBan0009324	FBgn0032884	Pomp	Pomp	
CG9325	FBan0009325	FBgn0004873	hts	hu li tai shao	FBgn0010467,FBgn0010476,FBgn0021853,FBgn0022142,FBgn0027664
CR31497	FBan0031497	FBgn0051497	CR31497	CR31497	FBgn0060044
CG9326	FBan0009326	FBgn0032885	CG9326	CG9326	
CG9327	FBan0009327	FBgn0003150	Pros29	Proteasome 29kD subunit	
CG9328	FBan0009328	FBgn0032886	CG9328	CG9328	FBgn0026591,FBgn0046994
CG31410	FBan0031410	FBgn0051410	CG31410	CG31410	FBgn0040540
CG31411	FBan0031411	FBgn0051411	CG31411	CG31411	FBgn0037738
CG32141	FBan0032141	FBgn0052141	CG32141	CG32141	
CG31412	FBan0031412	FBgn0051412	CG31412	CG31412	FBgn0037738
CG31413	FBan0031413	FBgn0051413	CG31413	CG31413	FBgn0039105
CG31414	FBan0031414	FBgn0051414	CG31414	CG31414	FBgn0039105
CG32143	FBan0032143	FBgn0052143	CG32143	CG32143	
CG31415	FBan0031415	FBgn0051415	CG31415	CG31415	FBgn0046083
CG32145	FBan0032145	FBgn0002997	ome	omega	FBgn0036444,FBgn0040810,FBgn0042089,FBgn0052145
CG32146	FBan0032146	FBgn0041604	dlp	dally-like	FBgn0036434,FBgn0036435,FBgn0052146
CG31418	FBan0031418	FBgn0051418	CG31418	CG31418	FBgn0038496
CG32147	FBan0032147	FBgn0047178	CG32147	CG32147	FBgn0052147
CG32148	FBan0032148	FBgn0047338	CG32148	CG32148	FBgn0045223,FBgn0052148
CG31419	FBan0031419	FBgn0051419	CG31419	CG31419	FBgn0038496
CG32149	FBan0032149	FBgn0036518	RhoGAP71E	RhoGAP71E	FBgn0011793,FBgn0036517,FBgn0047223
CG40169		FBgn0058169	CG40169	CG40169	
CG8600	FBan0008600	FBgn0035765	CG8600	CG8600	
CG8601	FBan0008601	FBgn0002909	mus312	mutagen-sensitive 312	FBgn0035764
CG9330	FBan0009330	FBgn0036888	CG9330	CG9330	
CG8602	FBan0008602	FBgn0035763	CG8602	CG8602	FBgn0062051,FBgn0062076
CG9331	FBan0009331	FBgn0032889	CG9331	CG9331	
CG8603	FBan0008603	FBgn0033923	CG8603	CG8603	
CG9333	FBan0009333	FBgn0032891	Oseg5	Oseg5	
CG8604	FBan0008604	FBgn0027356	Amph	Amphiphysin	
CG8605	FBan0008605	FBgn0035762	CG8605	CG8605	
CG9334	FBan0009334	FBgn0028986	Spn3	Serine protease inhibitor 3	FBgn0032892
CG9335	FBan0009335	FBgn0032895	CG9335	CG9335	FBgn0063141
CG8606	FBan0008606	FBgn0035761	RhoGEF4	RhoGEF4	
CG8607	FBan0008607	FBgn0035760	CG8607	CG8607	
CG9336	FBan0009336	FBgn0032897	CG9336	CG9336	FBgn0061388
CG9338	FBan0009338	FBgn0032899	CG9338	CG9338	FBgn0063264
CG8609	FBan0008609	FBgn0035754	MED4	Mediator complex subunit 4	
CG9339	FBan0009339	FBgn0032901	CG9339	CG9339	FBgn0032902,FBgn0041002,FBgn0061988
CG31421	FBan0031421	FBgn0046689	Takl1	Tak1-like 1	FBgn0043537,FBgn0051421
CG32150	FBan0032150	FBgn0052150	CG32150	CG32150	FBgn0036539,FBgn0036540
CG32151	FBan0032151	FBgn0052151	CG32151	CG32151	
CG31422	FBan0031422	FBgn0051422	CG31422	CG31422	
CG32152	FBan0032152	FBgn0052152	CG32152	CG32152	
CG31423	FBan0031423	FBgn0051423	CG31423	CG31423	
CG40172		FBgn0058172	CG40172	CG40172	
CG31424	FBan0031424	FBgn0051424	CG31424	CG31424	
CG32154	FBan0032154	FBgn0052154	CG32154	CG32154	FBgn0036582
CG40174		FBgn0058174	CG40174	CG40174	
CG31426	FBan0031426	FBgn0041588	ligatin	ligatin	FBgn0046221,FBgn0051426
CG32155	FBan0032155	FBgn0052155	CG32155	CG32155	FBgn0036582
CG32156	FBan0032156	FBgn0005536	Mbs	Myosin binding subunit	FBgn0010817,FBgn0011346,FBgn0011399,FBgn0028052,FBgn0028127,FBgn0036561,FBgn0036562,FBgn0052156,FBgn0061116,FBgn0062264
CG40175		FBgn0058175	CG40175	CG40175	
CG31427	FBan0031427	FBgn0051427	CG31427	CG31427	FBgn0039657
CG40176		FBgn0058176	CG40176	CG40176	
CG32158	FBan0032158	FBgn0052158	CG32158	CG32158	FBgn0036635,FBgn0036636,FBgn0062056,FBgn0063802
CG32159	FBan0032159	FBgn0052159	CG32159	CG32159	FBgn0036632,FBgn0036633
CG8610	FBan0008610	FBgn0012058	Cdc27	Cdc27	FBgn0024570
CG8611	FBan0008611	FBgn0027602	CG8611	CG8611	
CG8612	FBan0008612	FBgn0028648	mRpL50	mitochondrial ribosomal protein L50	FBgn0062489,FBgn0063072
CG9342	FBan0009342	FBgn0032904	CG9342	CG9342	
CG8613	FBan0008613	FBgn0033924	CG8613	CG8613	
CG8614	FBan0008614	FBgn0024542	Neos	Neosin	FBgn0027902
CG9344	FBan0009344	FBgn0034564	CG9344	CG9344	FBgn0063016
CG8615	FBan0008615	FBgn0035753	RpL18	Ribosomal protein L18	
CG9345	FBan0009345	FBgn0038173	Adgf-C	Adenosine deaminase-related growth factor C	
CG8616	FBan0008616	FBgn0035752	CG8616	CG8616	
CG8617	FBan0008617	FBgn0033925	CG8617	CG8617	
CG9346	FBan0009346	FBgn0034572	CG9346	CG9346	
CG9347	FBan0009347	FBgn0002937	ninaB	neither inactivation nor afterpotential B	FBgn0038171
CG31431	FBan0031431	FBgn0051431	CG31431	CG31431	FBgn0038911
CG32160	FBan0032160	FBgn0052160	CG32160	CG32160	FBgn0061381
CG32161	FBan0032161	FBgn0052161	CG32161	CG32161	
CG32163	FBan0032163	FBgn0052163	CG32163	CG32163	
CG32164	FBan0032164	FBgn0042177	CG32164	CG32164	FBgn0036647
CG31436	FBan0031436	FBgn0051436	CG31436	CG31436	FBgn0039320
CG32165	FBan0032165	FBgn0042178	CG32165	CG32165	FBgn0014929,FBgn0036645
CG31437	FBan0031437	FBgn0051437	CG31437	CG31437	
CG32167	FBan0032167	FBgn0052167	CG32167	CG32167	
CG31438	FBan0031438	FBgn0051438	CheB93b	CheB93b	
CG31439	FBan0031439	FBgn0051439	CG31439	CG31439	
CG32169	FBan0032169	FBgn0052169	CG32169	CG32169	FBgn0036699,FBgn0036700,FBgn0036701,FBgn0063045
CR14753	FBan0014753	FBgn0033303	Cyp6a15&PSgr;	Cyp6a15&PSgr;	
CG8620	FBan0008620	FBgn0040837	CG8620	CG8620	
CG9350	FBan0009350	FBgn0034576	CG9350	CG9350	FBgn0061375
CG8622	FBan0008622	FBgn0015584	Acp53Ea	Accessory gland-specific peptide 53Ea	FBgn0063350
CG9351	FBan0009351	FBgn0024555	flfl	falafel	FBgn0038169
CG9353	FBan0009353	FBgn0034579	mRpL54	mitochondrial ribosomal protein L54	FBgn0046987
CG8624	FBan0008624	FBgn0023001	melt	melted	FBgn0066864
CG8625	FBan0008625	FBgn0011604	Iswi	Imitation SWI	FBgn0010436,FBgn0066055
CG9354	FBan0009354	FBgn0037686	RpL34b	RpL34b	FBgn0025253,FBgn0025263
CG8626	FBan0008626	FBgn0034152	Acp53C14a	Acp53C14a	
CG9355	FBan0009355	FBgn0004511	dy	dusky	FBgn0000525
CG8627	FBan0008627	FBgn0010387	Dbi	Diazepam-binding inhibitor	FBgn0046463,FBgn0047016
CG9356	FBan0009356	FBgn0037688	CG9356	CG9356	
CG9357	FBan0009357	FBgn0034580	CG9357	CG9357	
CG8628	FBan0008628	FBgn0035744	CG8628	CG8628	
CG8629	FBan0008629	FBgn0035742	CG8629	CG8629	FBgn0047118
CG9358	FBan0009358	FBgn0035089	Phk-3	Pherokine 3	FBgn0047170
CG9359	FBan0009359	FBgn0003889	&bgr;Tub85D	&bgr;-Tubulin at 85D	
CG15400	FBan0015400	FBgn0031463	CG15400	CG15400	
CG31441	FBan0031441	FBgn0051441	CG31441	CG31441	FBgn0037886
CG32170	FBan0032170	FBgn0052170	CG32170	CG32170	FBgn0064895
CG15403	FBan0015403	FBgn0031504	CG15403	CG15403	
CG15404	FBan0015404	FBgn0031512	CG15404	CG15404	
CG32171	FBan0032171	FBgn0036672	Lmpt	Limpet	FBgn0036674,FBgn0036675,FBgn0052171,FBgn0063025
CG32172	FBan0032172	FBgn0026197	noe	noe	FBgn0027686,FBgn0027690,FBgn0027717,FBgn0027750,FBgn0027772,FBgn0052172,FBgn0066008
CG15405	FBan0015405	FBgn0031509	CG15405	CG15405	
CG15406	FBan0015406	FBgn0031517	CG15406	CG15406	
CG32174	FBan0032174	FBgn0052174	CG32174	CG32174	FBgn0036720,FBgn0063610
CG31445	FBan0031445	FBgn0051445	CG31445	CG31445	FBgn0039657
CG31446	FBan0031446	FBgn0051446	CG31446	CG31446	FBgn0047110
CG32175	FBan0032175	FBgn0052175	CG32175	CG32175	
CG15408	FBan0015408	FBgn0031523	CG15408	CG15408	
CG31447	FBan0031447	FBgn0043069	MESK4	Misexpression suppressor of KSR 4	FBgn0047207,FBgn0051447
CG32177	FBan0032177	FBgn0052177	CG32177	CG32177	FBgn0025964,FBgn0036744,FBgn0064124
CG31448	FBan0031448	FBgn0051448	CG31448	CG31448	
CG31449	FBan0031449	FBgn0013277	Hsp70Ba	Heat-shock-protein-70Ba	FBgn0001232,FBgn0051449
CG32178	FBan0032178	FBgn0043025	Msi	Male-specific insect derived growth factor	FBgn0052178,FBgn0065024
CG32179	FBan0032179	FBgn0052179	Krn	Keren	FBgn0036744,FBgn0041151,FBgn0064124
CG7900	FBan0007900	FBgn0037548	CG7900	CG7900	
CG8630	FBan0008630	FBgn0038130	CG8630	CG8630	
CG9360	FBan0009360	FBgn0030332	CG9360	CG9360	
CG7902	FBan0007902	FBgn0004862	bap	bagpipe	FBgn0002943
CG8631	FBan0008631	FBgn0002775	msl-3	male-specific lethal 3	
CG8632	FBan0008632	FBgn0033762	CG8632	CG8632	
CG7903	FBan0007903	FBgn0039730	CG7903	CG7903	
CG9361	FBan0009361	FBgn0037690	Task7	Task7	
CG7904	FBan0007904	FBgn0003169	put	punt	FBgn0000467,FBgn0004912,FBgn0004920,FBgn0010942,FBgn0011375
CG9362	FBan0009362	FBgn0037696	CG9362	CG9362	
CG8634	FBan0008634	FBgn0035737	CG8634	CG8634	
CG9363	FBan0009363	FBgn0037697	CG9363	CG9363	
CG9364	FBan0009364	FBgn0003748	Treh	Trehalase	FBgn0014436,FBgn0025313,FBgn0034584
CG7906	FBan0007906	FBgn0036417	CG7906	CG7906	
CG8635	FBan0008635	FBgn0033317	CG8635	CG8635	
CG7907	FBan0007907	FBgn0038887	CG7907	CG7907	
CG8636	FBan0008636	FBgn0029629	CG8636	CG8636	
CG8637	FBan0008637	FBgn0003744	trc	tricornered	FBgn0014866,FBgn0028111
CG7908	FBan0007908	FBgn0039734	Tace	Tace	
CG9366	FBan0009366	FBgn0014380	RhoL	rho-like	FBgn0019864,FBgn0020619
CG8638	FBan0008638	FBgn0035736	CG8638	CG8638	FBgn0063039
CG8639	FBan0008639	FBgn0033313	Cirl	Cirl	FBgn0046507,FBgn0046515,FBgn0047319
CG9368	FBan0009368	FBgn0036890	CG9368	CG9368	FBgn0062934
CG9369	FBan0009369	FBgn0002577	m	miniature	FBgn0030333
CG15411	FBan0015411	FBgn0040712	CG15411	CG15411	
CG31450	FBan0031450	FBgn0051450	mRpS18A	mitochondrial ribosomal protein S18A	FBgn0037596,FBgn0064776
CG15412	FBan0015412	FBgn0031528	CG15412	CG15412	
CG31451	FBan0031451	FBgn0051451	CG31451	CG31451	FBgn0027701,FBgn0063242
CG32180	FBan0032180	FBgn0000567	Eip74EF	Ecdysone-induced protein 74EF	FBgn0011459,FBgn0026806,FBgn0036739,FBgn0052180
CG15414	FBan0015414	FBgn0031542	CG15414	CG15414	
CG32181	FBan0032181	FBgn0052181	CG32181	CG32181	FBgn0063316
CG31453	FBan0031453	FBgn0051453	CG31453	CG31453	FBgn0037595,FBgn0037596
CG32182	FBan0032182	FBgn0052182	CG32182	CG32182	
CG15415	FBan0015415	FBgn0031549	CG15415	CG15415	
CG31454	FBan0031454	FBgn0051454	CG31454	CG31454	FBgn0037593
CG32183	FBan0032183	FBgn0052183	Ccn	Ccn	FBgn0036748,FBgn0040792
CG32184	FBan0032184	FBgn0052184	CG32184	CG32184	
CG32185	FBan0032185	FBgn0052185	CG32185	CG32185	
CG15418	FBan0015418	FBgn0031554	CG15418	CG15418	
CG32186	FBan0032186	FBgn0052186	CG32186	CG32186	FBgn0036753
CG31457	FBan0031457	FBgn0051457	CG31457	CG31457	FBgn0039057
CG32187	FBan0032187	FBgn0052187	CG32187	CG32187	FBgn0036755
CG32188	FBan0032188	FBgn0052188	CG32188	CG32188	
CG31459	FBan0031459	FBgn0051459	CG31459	CG31459	FBgn0045145,FBgn0045418,FBgn0063302
CG32189	FBan0032189	FBgn0052189	CG32189	CG32189	FBgn0061401
CG7910	FBan0007910	FBgn0037547	CG7910	CG7910	
CG8640	FBan0008640	FBgn0035735	CG8640	CG8640	
CG7911	FBan0007911	FBgn0039735	CG7911	CG7911	
CG8641	FBan0008641	FBgn0035733	CG8641	CG8641	
CG7912	FBan0007912	FBgn0039736	CG7912	CG7912	
CG7913	FBan0007913	FBgn0042693	PP2A-B'	PP2A-B'	FBgn0038572,FBgn0038573,FBgn0047274,FBgn0062021
CG8642	FBan0008642	FBgn0033312	CG8642	CG8642	
CG8643	FBan0008643	FBgn0033310	rgr	regular	FBgn0033311
CG9372	FBan0009372	FBgn0036891	CG9372	CG9372	
CG7914	FBan0007914	FBgn0030995	CG7914	CG7914	
CG7915	FBan0007915	FBgn0035835	Ect4	Ect4	FBgn0035834,FBgn0062127
CG9373	FBan0009373	FBgn0037701	CG9373	CG9373	
CG8644	FBan0008644	FBgn0038133	Osi22	Osiris 22	
CG7916	FBan0007916	FBgn0028534	CG7916	CG7916	
CG9374	FBan0009374	FBgn0038167	lkb1	lkb1	FBgn0027757,FBgn0045844
CG7917	FBan0007917	FBgn0016685	Nlp	Nucleoplasmin	FBgn0016133
CG9375	FBan0009375	FBgn0003205	Ras85D	Ras oncogene at 85D	FBgn0011008,FBgn0011548
CG8646	FBan0008646	FBgn0033763	CG8646	CG8646	
CG8647	FBan0008647	FBgn0035729	CG8647	CG8647	
CG7918	FBan0007918	FBgn0037546	CG7918	CG7918	FBgn0046498,FBgn0046499
CG9376	FBan0009376	FBgn0036893	CG9376	CG9376	
CG8648	FBan0008648	FBgn0025832	Fen1	Flap endonuclease 1	
CG7919	FBan0007919	FBgn0028379	fan	farinelli	FBgn0035836
CG9377	FBan0009377	FBgn0032507	CG9377	CG9377	
CG8649	FBan0008649	FBgn0024238	Fim	Fimbrin	
CG9378	FBan0009378	FBgn0014023	Rlc1	Rlc1	FBgn0063700
CG9379	FBan0009379	FBgn0000244	by	blistery	FBgn0021752,FBgn0037704,FBgn0047068
CG31460	FBan0031460	FBgn0051460	CG31460	CG31460	FBgn0037597,FBgn0064862
CG15422	FBan0015422	FBgn0031579	CG15422	CG15422	
CG31461	FBan0031461	FBgn0051461	CG31461	CG31461	
CG15423	FBan0015423	FBgn0031580	CG15423	CG15423	
CG32190	FBan0032190	FBgn0052190	NUCB1	NUCB1	FBgn0023185
CG32191	FBan0032191	FBgn0052191	CG32191	CG32191	FBgn0036755
CG31462	FBan0031462	FBgn0051462	CG31462	CG31462	FBgn0037586
CG32192	FBan0032192	FBgn0052192	CG32192	CG32192	FBgn0045082,FBgn0045108
CG15425	FBan0015425	FBgn0031591	CG15425	CG15425	
CG31463	FBan0031463	FBgn0051463	CG31463	CG31463	FBgn0037564
CG31464	FBan0031464	FBgn0051464	CG31464	CG31464	FBgn0037564
CG32193	FBan0032193	FBgn0052193	CG32193	CG32193	
CG31465	FBan0031465	FBgn0051465	CG31465	CG31465	FBgn0038913
CG32194	FBan0032194	FBgn0052194	CG32194	CG32194	FBgn0047181
CG15427	FBan0015427	FBgn0010473	tutl	turtle	FBgn0004699,FBgn0031593,FBgn0031594,FBgn0031595
CG32195	FBan0032195	FBgn0052195	CG32195	CG32195	
CG31466	FBan0031466	FBgn0051466	CG31466	CG31466	
CG31467	FBan0031467	FBgn0051467	CG31467	CG31467	FBgn0037823
CG32196	FBan0032196	FBgn0052196	CG32196	CG32196	
CG15429	FBan0015429	FBgn0031596	CG15429	CG15429	FBgn0063308
CG32197	FBan0032197	FBgn0028416	Met75Ca	Met75Ca	FBgn0052197
CG31468	FBan0031468	FBgn0047351	CG31468	CG31468	FBgn0045103,FBgn0045220,FBgn0045253,FBgn0045321,FBgn0051468
CG31469	FBan0031469	FBgn0051469	CG31469	CG31469	FBgn0038174,FBgn0063632
CG32198	FBan0032198	FBgn0052198	CG32198	CG32198	
CG32199	FBan0032199	FBgn0052199	CG32199	CG32199	FBgn0036798
CG7920	FBan0007920	FBgn0039737	CG7920	CG7920	FBgn0045917,FBgn0045918,FBgn0046309
CG7921	FBan0007921	FBgn0039738	Mgat2	Mgat2	
CG8651	FBan0008651	FBgn0003862	trx	trithorax	FBgn0011040,FBgn0011340,FBgn0011443
CG9380	FBan0009380	FBgn0035094	CG9380	CG9380	
CG7922	FBan0007922	FBgn0038889	CG7922	CG7922	
CG8652	FBan0008652	FBgn0026754	Ugt37c1	UDP-glycosyltransferase 37c1	FBgn0025831
CG9381	FBan0009381	FBgn0037705	mura	murashka	FBgn0037706
CG7923	FBan0007923	FBgn0029172	Fad2	Fad2	FBgn0036113
CG7924	FBan0007924	FBgn0036416	CG7924	CG7924	
CG8654	FBan0008654	FBgn0034479	CG8654	CG8654	
CG9383	FBan0009383	FBgn0029094	asf1	anti-silencing factor 1	
CG7925	FBan0007925	FBgn0003714	tko	technical knockout	
CG7926	FBan0007926	FBgn0026597	Axn	Axin	FBgn0028152
CG9384	FBan0009384	FBgn0036446	CG9384	CG9384	
CG7927	FBan0007927	FBgn0027549	CG7927	CG7927	FBgn0046458
CG9386	FBan0009386	FBgn0037708	CG9386	CG9386	
CG7928	FBan0007928	FBgn0039740	CG7928	CG7928	
CG8657	FBan0008657	FBgn0020930	Dgk&egr;	Diacyl glycerol kinase &egr;	
CG7929	FBan0007929	FBgn0041102	ocn	ocnus	FBgn0027614
CG9388	FBan0009388	FBgn0024833	AP-47	AP-47	
CG9389	FBan0009389	FBgn0037064	CG9389	CG9389	
CG14701	FBan0014701	FBgn0037883	CG14701	CG14701	
CG15431	FBan0015431	FBgn0031602	CG15431	CG15431	
CG15432	FBan0015432	FBgn0031603	CG15432	CG15432	
CG14704	FBan0014704	FBgn0037906	PGRP-LB	Peptidoglycan recognition protein LB	
CG15433	FBan0015433	FBgn0031604	CG15433	CG15433	
CG31472	FBan0031472	FBgn0051472	CG31472	CG31472	FBgn0037522
CG15434	FBan0015434	FBgn0040705	CG15434	CG15434	
CG15435	FBan0015435	FBgn0031608	CG15435	CG15435	
CG31473	FBan0031473	FBgn0051473	CG31473	CG31473	FBgn0037522
CG15436	FBan0015436	FBgn0031610	CG15436	CG15436	
CG31475	FBan0031475	FBgn0051475	CG31475	CG31475	FBgn0038687,FBgn0038688
CG15437	FBan0015437	FBgn0027609	morgue	modifier of rpr and grim, ubiquitously expressed	
CG14708	FBan0014708	FBgn0037910	CG14708	CG14708	
CG15438	FBan0015438	FBgn0025684	CG15438	CG15438	FBgn0031605
CG14709	FBan0014709	FBgn0025701	CG14709	CG14709	FBgn0037914,FBgn0046311
CG15439	FBan0015439	FBgn0031606	CG15439	CG15439	
CG31477	FBan0031477	FBgn0051477	CG31477	CG31477	FBgn0040541
CG31478	FBan0031478	FBgn0038319	mRpL9	mitochondrial ribosomal protein L9	FBgn0051478
CG7930	FBan0007930	FBgn0010424	TpnC73F	Troponin C at 73F	
CG7931	FBan0007931	FBgn0001281	janB	janus B	FBgn0051024
CG8660	FBan0008660	FBgn0036911	Fibp	Fibp	
CG8661	FBan0008661	FBgn0030837	CG8661	CG8661	FBgn0063136
CG9390	FBan0009390	FBgn0012034	AcCoAS	Acetyl Coenzyme A synthase	FBgn0043802
CG9391	FBan0009391	FBgn0037063	CG9391	CG9391	
CG7933	FBan0007933	FBgn0001280	janA	janus A	FBgn0063739
CG8663	FBan0008663	FBgn0032946	nrv3	nervana 3	
CG9392	FBan0009392	FBgn0036895	CG9392	CG9392	
CG9393	FBan0009393	FBgn0037710	CG9393	CG9393	
CG7935	FBan0007935	FBgn0026252	msk	moleskin	FBgn0024487,FBgn0035837
CG8664	FBan0008664	FBgn0030836	CG8664	CG8664	
CG7936	FBan0007936	FBgn0004228	mex1	midgut expression 1	
CG9394	FBan0009394	FBgn0034588	CG9394	CG9394	FBgn0027723
CG8665	FBan0008665	FBgn0032945	CG8665	CG8665	
CG8666	FBan0008666	FBgn0032943	Tsp39D	Tetraspanin 39D	
CG7937	FBan0007937	FBgn0004863	C15	C15	FBgn0002943,FBgn0008640,FBgn0010393
CG9395	FBan0009395	FBgn0032506	CG9395	CG9395	
CG7938	FBan0007938	FBgn0003511	Sry-&bgr;	Serendipity &bgr;	
CG8667	FBan0008667	FBgn0023091	dimm	dimmed	FBgn0032942
CG9396	FBan0009396	FBgn0037714	CG9396	CG9396	
CG8668	FBan0008668	FBgn0031988	CG8668	CG8668	
CG7939	FBan0007939	FBgn0002626	RpL32	Ribosomal protein L32	FBgn0010264,FBgn0047051
CG9397	FBan0009397	FBgn0010347	1.28	1.28	
CG9398	FBan0009398	FBgn0015721	king-tubby	king tubby	FBgn0034589
CG14710	FBan0014710	FBgn0037920	CG14710	CG14710	
CG14711	FBan0014711	FBgn0037922	CG14711	CG14711	
CG9399	FBan0009399	FBgn0037715	CG9399	CG9399	
CG15440	FBan0015440	FBgn0031607	CG15440	CG15440	
CG15441	FBan0015441	FBgn0019982	Gs1l	GS1-like	
CG14712	FBan0014712	FBgn0037924	CG14712	CG14712	
CG15442	FBan0015442	FBgn0010410	RpL27A	Ribosomal protein L27A	FBgn0019937,FBgn0025298
CG14713	FBan0014713	FBgn0037928	CG14713	CG14713	FBgn0037927,FBgn0061730
CG14714	FBan0014714	FBgn0037929	CG14714	CG14714	
CG15443	FBan0015443	FBgn0031609	CG15443	CG15443	
CG31481	FBan0031481	FBgn0051481	pb	proboscipedia	FBgn0003040,FBgn0010841,FBgn0063631
CG15444	FBan0015444	FBgn0011603	ine	inebriated	FBgn0020253
CG31482	FBan0031482	FBgn0051482	CG31482	CG31482	FBgn0037457
CG14715	FBan0014715	FBgn0037930	CG14715	CG14715	FBgn0061376,FBgn0062478
CG31483	FBan0031483	FBgn0046873	Pif2	PFTAIRE-interacting factor 2	FBgn0045982,FBgn0046005,FBgn0046023,FBgn0046028,FBgn0046039,FBgn0051483,FBgn0063706
CG15445	FBan0015445	FBgn0031161	CG15445	CG15445	
CG14716	FBan0014716	FBgn0037933	Ho	Heme oxygenase	
CG15446	FBan0015446	FBgn0031155	CG15446	CG15446	
CG14717	FBan0014717	FBgn0037938	CG14717	CG14717	
CG31484	FBan0031484	FBgn0051484	CG31484	CG31484	FBgn0037457
CG14718	FBan0014718	FBgn0037939	CG14718	CG14718	
CG14719	FBan0014719	FBgn0025821	I-t	inhibitor-t	
CG15449	FBan0015449	FBgn0031146	CG15449	CG15449	
CG31488	FBan0031488	FBgn0051488	CG31488	CG31488	
CG7940	FBan0007940	FBgn0038576	CG7940	CG7940	
CG7941	FBan0007941	FBgn0036108	CG7941	CG7941	FBgn0047085
CG7942	FBan0007942	FBgn0035838	CG7942	CG7942	
CG8671	FBan0008671	FBgn0032938	CG8671	CG8671	FBgn0062186
CG7943	FBan0007943	FBgn0039741	CG7943	CG7943	
CG8673	FBan0008673	FBgn0031986	CG8673	CG8673	
CG8674	FBan0008674	FBgn0021856	l(2)k14505	lethal (2) k14505	FBgn0032937
CG7945	FBan0007945	FBgn0036505	CG7945	CG7945	FBgn0036506
CG8675	FBan0008675	FBgn0030834	CG8675	CG8675	
CG7946	FBan0007946	FBgn0039743	CG7946	CG7946	
CG8676	FBan0008676	FBgn0010229	Hr39	Hormone receptor-like in 39	FBgn0014175
CG8677	FBan0008677	FBgn0026577	CG8677	CG8677	FBgn0032936,FBgn0046270
CG7948	FBan0007948	FBgn0003479	spn-A	spindle A	FBgn0011700
CG8678	FBan0008678	FBgn0032935	CG8678	CG8678	
CG7949	FBan0007949	FBgn0036107	CG7949	CG7949	
CG14720	FBan0014720	FBgn0037940	CG14720	CG14720	
CG8679	FBan0008679	FBgn0032934	CG8679	CG8679	
CG15450	FBan0015450	FBgn0031132	CG15450	CG15450	
CG14721	FBan0014721	FBgn0037942	CG14721	CG14721	
CG14722	FBan0014722	FBgn0037943	CG14722	CG14722	
CG14723	FBan0014723	FBgn0037950	HisCl1	Histamine-gated chloride channel subunit 1	
CG15452	FBan0015452	FBgn0031130	CG15452	CG15452	
CG14724	FBan0014724	FBgn0019624	CoVa	Cytochrome c oxidase subunit Va	FBgn0023019
CG15453	FBan0015453	FBgn0031123	CG15453	CG15453	
CG15454	FBan0015454	FBgn0031122	CG15454	CG15454	
CG31493	FBan0031493	FBgn0051493	CG31493	CG31493	FBgn0037474
CG15455	FBan0015455	FBgn0031121	CG15455	CG15455	
CG15456	FBan0015456	FBgn0040650	CG15456	CG15456	
CG14728	FBan0014728	FBgn0003312	sad	shadow	FBgn0037957
CG15457	FBan0015457	FBgn0031111	Obp19c	Odorant-binding protein 19c	
CG31495	FBan0031495	FBgn0051495	CG31495	CG31495	FBgn0063630
CG15458	FBan0015458	FBgn0040651	CG15458	CG15458	
